央视频道,#genre#
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
内蒙古视,http://m.061899.xyz/mg/nmgws
黑龙江视,http://m.061899.xyz/mg/hljws
重温经典,http://m.061899.xyz/mg/cwjd
劲爆体育,http://m.061899.xyz/mg/jbty
咪咕体育,http://m.061899.xyz/mg/mgty
北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
东方影视,http://m.061899.xyz/mg/shys
东方纪实,http://m.061899.xyz/mg/xjs
红色轮播,http://m.061899.xyz/mg/hslb
金色剧场,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx
重温经典,http://8.138.7.223/tv/cwjd.php

CCTV1,http://j.s.bkpcp.top/jj/cctv1
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV3,http://j.s.bkpcp.top/jj/cctv3
CCTV4,http://j.s.bkpcp.top/jj/cctv4
CCTV5,http://j.s.bkpcp.top/jj/cctv5
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p
CCTV6,http://j.s.bkpcp.top/jj/cctv6
CCTV7,http://j.s.bkpcp.top/jj/cctv7
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV9,http://j.s.bkpcp.top/jj/cctv9
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV17,http://j.s.bkpcp.top/jj/cctv17
CCTV4欧洲,http://j.s.bkpcp.top/jj/cctv4o
CCTV4美洲,http://j.s.bkpcp.top/jj/cctv4m
CGTN-西,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿,http://j.s.bkpcp.top/jj/cgtna
CGTN-法,http://j.s.bkpcp.top/jj/cgtnf
北京卫视,http://j.s.bkpcp.top/jj/bjws
东方卫视,http://j.s.bkpcp.top/jj/dfws
浙江卫视,http://j.s.bkpcp.top/jj/zjws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
广东卫视,http://j.s.bkpcp.top/jj/gdws
深圳卫视4k,http://j.s.bkpcp.top/jj/szws
山东卫视,http://j.s.bkpcp.top/jj/sdws
河南卫视,http://j.s.bkpcp.top/jj/hnws
江西卫视,http://j.s.bkpcp.top/jj/jxws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
海南卫视,http://j.s.bkpcp.top/jj/hinws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
兵团卫视,http://j.s.bkpcp.top/jj/btws
黑龙江视,http://j.s.bkpcp.top/jj/hljws
CCTV1,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV3,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV5+,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV6,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV7,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV8,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV9,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV10,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV11,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV12,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV13,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV14,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV15,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV16,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV17,http://t.061899.xyz/tl/tl.php?id=cctv17
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视,http://t.061899.xyz/tl/tl.php?id=hljws


CCTV世界地理,https://xmlive.zeabur.app/yw/whyd?id=custom11
CCTV央视高网,https://xmlive.zeabur.app/yw/whyd?id=custom10



央视高清[V6],#genre#

CCTV1,http://60.10.139.113:8801/hls/1/index.m3u8
CCTV2,http://60.10.139.113:8801/hls/2/index.m3u8
CCTV3,http://60.10.139.113:8801/hls/3/index.m3u8
CCTV4,http://60.10.139.113:8801/hls/4/index.m3u8
CCTV5,http://60.10.139.113:8801/hls/5/index.m3u8

CCTV6,http://60.10.139.113:8801/hls/6/index.m3u8
CCTV7,http://60.10.139.113:8801/hls/7/index.m3u8
CCTV8,http://60.10.139.113:8801/hls/8/index.m3u8
CCTV9,http://60.10.139.113:8801/hls/9/index.m3u8
CCTV10,http://60.10.139.113:8801/hls/10/index.m3u8
CCTV11,http://60.10.139.113:8801/hls/96/index.m3u8
CCTV12,http://60.10.139.113:8801/hls/11/index.m3u8
CCTV13,http://60.10.139.113:8801/hls/12/index.m3u8
CCTV14,http://60.10.139.113:8801/hls/13/index.m3u8
CCTV15,http://60.10.139.113:8801/hls/97/index.m3u8
CCTV5+,http://60.10.139.113:8801/hls/15/index.m3u8
CCTV17,http://60.10.139.113:8801/hls/98/index.m3u8
CGTN,http://60.10.139.113:8801/hls/14/index.m3u8

CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN记录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN俄语,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN西语,https://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN阿语,https://arabic-liveali.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN财经,https://amg01314-amg01314c6-distrotv-us-10220.playouts.now.amagi.tv/index_6.m3u8


卫视高清[V6],#genre#

湖南卫视,http://60.10.139.113:8801/hls/17/index.m3u8
浙江卫视,http://60.10.139.113:8801/hls/18/index.m3u8
江苏卫视,http://60.10.139.113:8801/hls/19/index.m3u8
北京卫视,http://60.10.139.113:8801/hls/20/index.m3u8
东方卫视,http://60.10.139.113:8801/hls/22/index.m3u8
安徽卫视,http://60.10.139.113:8801/hls/99/index.m3u8

天津卫视,http://60.10.139.113:8801/hls/23/index.m3u8
河北卫视,http://60.10.139.113:8801/hls/16/index.m3u8
山东卫视,http://60.10.139.113:8801/hls/25/index.m3u8
河南卫视,http://60.10.139.113:8801/hls/32/index.m3u8
江西卫视,http://60.10.139.113:8801/hls/37/index.m3u8
湖北卫视,http://60.10.139.113:8801/hls/29/index.m3u8
四川卫视,http://60.10.139.113:8801/hls/30/index.m3u8
重庆卫视,http://60.10.139.113:8801/hls/31/index.m3u8
东南卫视,http://60.10.139.113:8801/hls/21/index.m3u8
广东卫视,http://60.10.139.113:8801/hls/26/index.m3u8
深圳卫视,http://60.10.139.113:8801/hls/24/index.m3u8
广西卫视,http://60.10.139.113:8801/hls/52/index.m3u8
辽宁卫视,http://60.10.139.113:8801/hls/28/index.m3u8
吉林卫视,http://60.10.139.113:8801/hls/38/index.m3u8
黑龙江卫视,http://60.10.139.113:8801/hls/27/index.m3u8
贵州卫视,http://60.10.139.113:8801/hls/36/index.m3u8

海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8#http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws#http://lxajh.top/tv/hn.php?id=hnws
深圳卫视,http://nn.7x9d.cn/深圳最新.php?id=szws4k

云南卫视-,http://60.10.139.113:8801/hls/51/index.m3u8
陕西卫视-,http://60.10.139.113:8801/hls/53/index.m3u8
山西卫视-,http://60.10.139.113:8801/hls/54/index.m3u8
青海卫视-,http://60.10.139.113:8801/hls/56/index.m3u8
宁夏卫视-,http://60.10.139.113:8801/hls/57/index.m3u8
内蒙古卫视-,http://60.10.139.113:8801/hls/55/index.m3u8
山西卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.211:5140
陕西卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.223:5140
内蒙古卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.217:5140
兵团卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.221:5140       
西藏卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.222:5140
宁夏卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.230:5140
新疆卫视,http://jasonzhangnas.f3322.net:7088/udp/233.18.204.220:5140


经典4K,#genre#
重温经典,http://8.138.7.223/tv/cwjd.php
重温经典,http://47.97.252.137:8098/daili/cwjd.m3u8?line=0
重温经典,http://47.97.252.137:8098/apptv/cwjd.m3u8
重温经典,http://47.97.252.137:8098/daili/cwjd.m3u8?line=1
重温经典,http://47.97.252.137:8098/tvlive/cwjd.m3u8?node=1
重温经典,http://47.97.252.137:8098/tvlive/cwjd.m3u8?node=3
重温经典,http://47.97.252.137:8098/tvlive/cwjd.m3u8?node=4
CCTV4K超高清,http://47.97.252.137:8098/daili/cctv4k.m3u8?line=0
CCTV4K超高清,http://47.97.252.137:8098/daili/cctv4k.m3u8?line=1
CCTV4K超高清,http://47.97.252.137:8098/tvlive/cctv4k.m3u8?node=4
CCTV4K超高清,http://47.97.252.137:8098/tvlive/cctv4k.m3u8?node=6
CCTV4K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=tvzb260306
CHC动作电影,http://47.97.252.137:8098/daili/chcdz.m3u8?line=0
CHC动作电影,http://47.97.252.137:8098/daili/chcdz.m3u8?line=1
CHC动作电影,http://47.97.252.137:8098/tvlive/chcdz.m3u8?node=1
CHC动作电影,http://47.97.252.137:8098/tvlive/chcdz.m3u8?node=3
CHC影迷电影,http://47.97.252.137:8098/daili/chchd.m3u8?line=0
CHC影迷电影,http://47.97.252.137:8098/daili/chchd.m3u8?line=1
CHC影迷电影,http://47.97.252.137:8098/tvlive/chchd.m3u8?node=1
CHC影迷电影,http://47.97.252.137:8098/tvlive/chchd.m3u8?node=3
CHC家庭影院,http://47.97.252.137:8098/daili/chcjt.m3u8?line=0
CHC家庭影院,http://47.97.252.137:8098/daili/chcjt.m3u8?line=1
CHC家庭影院,http://47.97.252.137:8098/tvlive/chcjt.m3u8?node=1
CHC家庭影院,http://47.97.252.137:8098/tvlive/chcjt.m3u8?node=3


河北频道,#genre#
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.flv
河北卫视,rtmp://event.pull.hebtv.com/jishi/weishi_tingyun
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台城市生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
南和综合,https://jwcdnqx.hebyun.com.cn/live/NHTV1/1500k/tzwj_video.m3u8
南和影视,https://jwcdnqx.hebyun.com.cn/live/NHTV2/1500k/tzwj_video.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
邯郸新闻综合,http://jwcdnqx.hebyun.com.cn/live/hdxwzh/1500k/tzwj_video.m3u8
邯郸公共,http://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邯郸科技教育,http://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8
昌黎电视台,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
涞水电视台,https://jwcdnqx.hebyun.com.cn/live/lsdst/1500k/tzwj_video.m3u8
涞源综合,https://jwcdnqx.hebyun.com.cn/live/jiyunlaiyuan/1500k/tzwj_video.m3u8
徐水电视台,https://jwcdnqx.hebyun.com.cn/live/jiyunxushui123/1500k/tzwj_video.m3u8
廊坊新闻综合,rtmp://222.222.126.18/live/lfxw
廊坊公共,rtmp://222.222.126.18/live/lfgg
三河综合,https://jwcdnqx.hebyun.com.cn/live/jiyunsanhe3/1500k/tzwj_video.m3u8
青县新闻,https://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8
任丘新闻综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
肃宁综合,https://jwplay.hebyun.com.cn/live/sndst01/1500k/tzwj_video.m3u8
衡水新闻综合,rtmp://hls.hsrtv.cn/live/hshstv1
衡水新闻综合,http://hls.hsrtv.cn/live/hshstv1.m3u8
衡水经济科教,rtmp://hls.hsrtv.cn/live/hshstv2
衡水经济科教,http://hls.hsrtv.cn/live/hshstv2.m3u8
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdsxwzhtv/1500k/tzwj_video.m3u8
承德文化旅游,https://jwcdnqx.hebyun.com.cn/live/cdsggshtv/1500k/tzwj_video.m3u8
丰宁综合,https://jwcdnqx.hebyun.com.cn/live/fengningzonghe/1500k/tzwj_video.m3u8
隆化综合,https://jwcdnqx.hebyun.com.cn/live/lhtv/1500k/tzwj_video.m3u8
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
平泉综合,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8
平泉影视,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8
双滦新闻,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
张家口新闻综合,https://nlive.zjkgdcs.com:8572/live/xwzhpd.m3u8
张家口公共,https://nlive.zjkgdcs.com:8572/live/zjktv2.m3u8

